[22Jul2024 00:41:59.773] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Floodwer013 has completed the challenge [Hot Tourist Destinations]
[22Jul2024 00:43:05.225] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Floodwer013 tried to swim in lava to escape Wither Skeleton
[22Jul2024 00:44:52.187] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Floodwer013 experienced kinetic energy
[22Jul2024 00:46:52.832] [Server thread/ERROR] [net.minecraft.Util/]: Invalid entity rotation: NaN, discarding.
[22Jul2024 05:22:25.192] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> es de pillagers
[22Jul2024 05:23:59.249] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: OnlyVhill has completed the challenge [What a Performance!]
[22Jul2024 05:28:37.093] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: OnlyVhill has made the advancement [It's an Emu!!!]
[22Jul2024 05:30:58.873] [Server thread/WARN] [net.minecraft.world.level.storage.loot.functions.SmeltItemFunction/]: Couldn't smelt 4 bison_fur because there is no smelting recipe
[22Jul2024 05:32:52.546] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1129, y=-13, z=-1982} but found not block entity block Block{minecraft:cave_air} at location
[22Jul2024 05:32:52.549] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:cave_air} but failed at location BlockPos{x=-1129, y=-13, z=-1982}
[22Jul2024 05:32:52.549] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-1128, y=-13, z=-1983} but found not block entity block Block{minecraft:cave_air} at location
[22Jul2024 05:32:52.549] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:cave_air} but failed at location BlockPos{x=-1128, y=-13, z=-1983}
[22Jul2024 05:34:27.606] [pool-9-thread-2/INFO] [Supplementaries/]: Searching for closest structure among [ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_birch_forest], ResourceKey[minecraft:worldgen/structure / blue_skies:village_calming_skies], ResourceKey[minecraft:worldgen/structure / minecraft:village_taiga], ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_wooded_badlands], ResourceKey[minecraft:worldgen/structure / blue_skies:village_slushlands], ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_jungle], ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_savanna_plateau], ResourceKey[minecraft:worldgen/structure / minecraft:village_snowy]] from pos BlockPos{x=-837, y=69, z=-2165}
[22Jul2024 05:34:40.887] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: OnlyVhill has made the advancement [This Must be a Sign!]
[22Jul2024 05:38:24.050] [pool-9-thread-3/INFO] [Supplementaries/]: Searching for closest structure among [ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_meadow], ResourceKey[minecraft:worldgen/structure / towns_and_towers:exclusives/village_iberian], ResourceKey[minecraft:worldgen/structure / towns_and_towers:exclusives/village_swedish], ResourceKey[minecraft:worldgen/structure / repurposed_structures:village_swamp], ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_flower_forest], ResourceKey[minecraft:worldgen/structure / minecraft:village_plains], ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_sparse_jungle], ResourceKey[minecraft:worldgen/structure / blue_skies:village_brightlands]] from pos BlockPos{x=-2133, y=81, z=-1781}
[22Jul2024 05:38:24.160] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2132, y=81, z=-1781} but found not block entity block Block{minecraft:spruce_trapdoor}[facing=north,half=bottom,open=false,powered=false,waterlogged=false] at location
[22Jul2024 05:38:24.160] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:spruce_trapdoor}[facing=north,half=bottom,open=false,powered=false,waterlogged=false] but failed at location BlockPos{x=-2132, y=81, z=-1781}
[22Jul2024 05:38:24.161] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2132, y=80, z=-1781} but found not block entity block Block{minecraft:lantern}[hanging=true,waterlogged=false] at location
[22Jul2024 05:38:24.161] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:lantern}[hanging=true,waterlogged=false] but failed at location BlockPos{x=-2132, y=80, z=-1781}
[22Jul2024 05:38:24.161] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2134, y=81, z=-1781} but found not block entity block Block{minecraft:spruce_trapdoor}[facing=north,half=bottom,open=false,powered=false,waterlogged=false] at location
[22Jul2024 05:38:24.161] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:spruce_trapdoor}[facing=north,half=bottom,open=false,powered=false,waterlogged=false] but failed at location BlockPos{x=-2134, y=81, z=-1781}
[22Jul2024 05:38:24.161] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2134, y=80, z=-1781} but found not block entity block Block{minecraft:lantern}[hanging=true,waterlogged=false] at location
[22Jul2024 05:38:24.169] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:lantern}[hanging=true,waterlogged=false] but failed at location BlockPos{x=-2134, y=80, z=-1781}
[22Jul2024 05:38:24.451] [Worker-Main-6882/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id 
[22Jul2024 05:38:24.493] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2133, y=81, z=-1781} but found not block entity block Block{minecraft:spruce_slab}[type=bottom,waterlogged=false] at location
[22Jul2024 05:38:24.494] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:spruce_slab}[type=bottom,waterlogged=false] but failed at location BlockPos{x=-2133, y=81, z=-1781}
[22Jul2024 05:38:28.204] [Worker-Main-7193/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id 
[22Jul2024 05:38:30.425] [Worker-Main-7193/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id 
[22Jul2024 05:38:32.126] [Worker-Main-6882/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id 
[22Jul2024 05:38:32.126] [Worker-Main-6882/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id 
[22Jul2024 05:38:35.339] [Worker-Main-6882/WARN] [net.minecraft.world.entity.EntityType/]: Skipping Entity with id 
[22Jul2024 05:39:06.193] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2355, y=62, z=-1552} but found not block entity block Block{minecraft:water}[level=0] at location
[22Jul2024 05:39:06.194] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:water}[level=0] but failed at location BlockPos{x=-2355, y=62, z=-1552}
[22Jul2024 05:42:12.669] [pool-9-thread-4/INFO] [Supplementaries/]: Searching for closest structure among [ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_old_growth_taiga], ResourceKey[minecraft:worldgen/structure / towns_and_towers:exclusives/village_rustic], ResourceKey[minecraft:worldgen/structure / minecraft:village_savanna], ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_wooded_badlands], ResourceKey[minecraft:worldgen/structure / repurposed_structures:village_cherry], ResourceKey[minecraft:worldgen/structure / blue_skies:village_brightlands], ResourceKey[minecraft:worldgen/structure / towns_and_towers:exclusives/village_iberian], ResourceKey[minecraft:worldgen/structure / blue_skies:village_sunset_maple_forest]] from pos BlockPos{x=-2187, y=71, z=-2037}
[22Jul2024 05:42:13.747] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a DUMMY block entity @ BlockPos{x=-2187, y=71, z=-2037} but found not block entity block Block{minecraft:air} at location
[22Jul2024 05:42:13.747] [Server thread/WARN] [net.minecraft.world.level.chunk.LevelChunk/]: Tried to load a block entity for block Block{minecraft:air} but failed at location BlockPos{x=-2187, y=71, z=-2037}
[22Jul2024 05:46:00.538] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Floodwer013 has made the advancement [Something Strange in Towerwood]
[22Jul2024 05:49:20.783] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2144, y=-56, z=-2330} BlockPos{x=-2144, y=-49, z=-2360}
[22Jul2024 05:49:20.833] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2144, y=-56, z=-2330} BlockPos{x=-2144, y=-49, z=-2360}
[22Jul2024 05:49:20.884] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2144, y=-56, z=-2330} BlockPos{x=-2144, y=-49, z=-2360}
[22Jul2024 05:49:43.134] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 05:49:43.784] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 05:49:44.287] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 05:49:44.884] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 05:51:08.133] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2127, y=-47, z=-2389} BlockPos{x=-2128, y=-47, z=-2390}
[22Jul2024 05:51:08.184] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2127, y=-47, z=-2389} BlockPos{x=-2128, y=-47, z=-2390}
[22Jul2024 05:51:08.232] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2127, y=-47, z=-2389} BlockPos{x=-2128, y=-47, z=-2390}
[22Jul2024 05:51:26.183] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2130, y=-44, z=-2396} BlockPos{x=-2131, y=-45, z=-2396}
[22Jul2024 05:51:26.233] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2130, y=-44, z=-2396} BlockPos{x=-2131, y=-45, z=-2396}
[22Jul2024 05:51:26.284] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2130, y=-44, z=-2396} BlockPos{x=-2131, y=-45, z=-2396}
[22Jul2024 05:51:26.335] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2130, y=-44, z=-2396} BlockPos{x=-2131, y=-45, z=-2396}
[22Jul2024 05:51:26.383] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2130, y=-44, z=-2396} BlockPos{x=-2131, y=-45, z=-2396}
[22Jul2024 05:51:26.433] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2130, y=-44, z=-2396} BlockPos{x=-2131, y=-45, z=-2396}
[22Jul2024 05:51:26.486] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2130, y=-44, z=-2396} BlockPos{x=-2131, y=-45, z=-2396}
[22Jul2024 05:51:26.536] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2130, y=-44, z=-2396} BlockPos{x=-2131, y=-45, z=-2396}
[22Jul2024 05:51:26.583] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2130, y=-44, z=-2396} BlockPos{x=-2131, y=-45, z=-2396}
[22Jul2024 05:51:26.634] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2130, y=-44, z=-2396} BlockPos{x=-2131, y=-45, z=-2396}
[22Jul2024 05:51:26.683] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2130, y=-44, z=-2396} BlockPos{x=-2131, y=-45, z=-2396}
[22Jul2024 05:51:26.736] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2130, y=-44, z=-2396} BlockPos{x=-2131, y=-45, z=-2396}
[22Jul2024 05:51:26.788] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2130, y=-44, z=-2396} BlockPos{x=-2131, y=-45, z=-2396}
[22Jul2024 05:51:26.833] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2130, y=-44, z=-2396} BlockPos{x=-2131, y=-45, z=-2396}
[22Jul2024 05:51:26.885] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2130, y=-44, z=-2396} BlockPos{x=-2131, y=-45, z=-2396}
[22Jul2024 05:51:36.139] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Floodwer013 has reached the goal [Tears of Fire]
[22Jul2024 05:51:43.884] [Server thread/INFO] [com.lothrazar.storagenetwork.StorageNetworkMod/]: Chunk not loadedBlockPos{x=-756, y=72, z=-849}
[22Jul2024 05:54:09.135] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2081, y=36, z=-2393} BlockPos{x=-2079, y=38, z=-2393}
[22Jul2024 05:54:09.183] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2081, y=36, z=-2393} BlockPos{x=-2079, y=38, z=-2393}
[22Jul2024 05:54:09.217] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2081, y=36, z=-2393} BlockPos{x=-2079, y=38, z=-2393}
[22Jul2024 05:54:09.985] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2080, y=37, z=-2393} BlockPos{x=-2078, y=39, z=-2393}
[22Jul2024 05:54:10.033] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2080, y=37, z=-2393} BlockPos{x=-2078, y=39, z=-2393}
[22Jul2024 05:54:10.084] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2080, y=37, z=-2393} BlockPos{x=-2078, y=39, z=-2393}
[22Jul2024 05:54:13.236] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2074, y=41, z=-2393} BlockPos{x=-2075, y=42, z=-2393}
[22Jul2024 05:54:13.282] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2074, y=41, z=-2393} BlockPos{x=-2075, y=42, z=-2393}
[22Jul2024 05:54:13.360] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2074, y=41, z=-2393} BlockPos{x=-2075, y=42, z=-2393}
[22Jul2024 05:54:14.083] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2076, y=41, z=-2393} BlockPos{x=-2074, y=43, z=-2393}
[22Jul2024 05:54:14.133] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2076, y=41, z=-2393} BlockPos{x=-2074, y=43, z=-2393}
[22Jul2024 05:54:14.184] [Server thread/WARN] [net.minecraft.server.level.ServerPlayerGameMode/]: Mismatch in destroy block pos: BlockPos{x=-2076, y=41, z=-2393} BlockPos{x=-2074, y=43, z=-2393}
[22Jul2024 05:56:46.982] [Server thread/INFO] [net.minecraft.world.entity.npc.Villager/]: Villager Villager['Malcom'/677586, l='ServerLevel[world]', x=-2491.70, y=114.42, z=-2524.70] died, message: 'Malcom was slain by OnlyVhill'
[22Jul2024 05:56:46.986] [Server thread/INFO] [net.minecraft.world.entity.LivingEntity/]: Named entity Villager['Malcom'/677586, l='ServerLevel[world]', x=-2491.70, y=114.42, z=-2524.70] died: Malcom was slain by OnlyVhill
[22Jul2024 05:57:11.739] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: OnlyVhill has made the advancement [Call For Adventure]
[22Jul2024 05:57:28.742] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <Floodwer013> si no te tienes que pasar el juego hoy we
[22Jul2024 06:02:50.389] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> jajajaaja
[22Jul2024 06:02:54.189] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: <OnlyVhill> pues si tu we
[22Jul2024 06:03:01.607] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 3902ms or 78 ticks behind
[22Jul2024 06:03:03.521] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Floodwer013 moved too quickly! -5502.505002709171,-59.57969854367613,-5997.679887901207
[22Jul2024 06:10:50.343] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: OnlyVhill has made the advancement [Light Up The World!]
[22Jul2024 06:14:26.137] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 2032ms or 40 ticks behind
[22Jul2024 06:16:42.659] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: OnlyVhill has completed the challenge [Praise the Sun]
[22Jul2024 06:21:34.647] [pool-9-thread-5/INFO] [Supplementaries/]: Searching for closest structure among [ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_grove], ResourceKey[minecraft:worldgen/structure / blue_skies:village_sunset_maple_forest], ResourceKey[minecraft:worldgen/structure / towns_and_towers:village_snowy_taiga], ResourceKey[minecraft:worldgen/structure / towns_and_towers:exclusives/village_nilotic], ResourceKey[minecraft:worldgen/structure / blue_skies:village_shaded_woodlands], ResourceKey[minecraft:worldgen/structure / repurposed_structures:village_dark_forest], ResourceKey[minecraft:worldgen/structure / repurposed_structures:village_mushroom], ResourceKey[minecraft:worldgen/structure / minecraft:village_desert]] from pos BlockPos{x=-4421, y=102, z=-3995}
[22Jul2024 06:21:42.447] [Server thread/WARN] [net.minecraft.server.MinecraftServer/]: Can't keep up! Is the server overloaded? Running 7592ms or 151 ticks behind
[22Jul2024 06:21:42.508] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: OnlyVhill moved too quickly! 16.879083773648745,1.4214743671510064,-4.521143464263787
[22Jul2024 06:21:42.514] [Server thread/WARN] [net.minecraft.server.network.ServerGamePacketListenerImpl/]: Floodwer013 moved too quickly! 8.604853275939604,1.2522033402537218,5.407398505039964
[22Jul2024 06:23:28.035] [Server thread/ERROR] [net.minecraft.Util/]: onTrackingStart called during navigation iteration
java.lang.IllegalStateException: onTrackingStart called during navigation iteration
	at net.minecraft.server.level.ServerLevel$EntityCallbacks.m_141985_(ServerLevel.java:1514) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ServerLevel$EntityCallbacks.m_141985_(ServerLevel.java:1488) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.entity.PersistentEntitySectionManager.m_157575_(PersistentEntitySectionManager.java:136) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at java.util.stream.ForEachOps$ForEachOp$OfRef.accept(ForEachOps.java:184) ~[?:?]
	at java.util.stream.ReferencePipeline$2$1.accept(ReferencePipeline.java:179) ~[?:?]
	at java.util.Iterator.forEachRemaining(Iterator.java:133) ~[?:?]
	at java.util.Spliterators$IteratorSpliterator.forEachRemaining(Spliterators.java:1939) ~[?:?]
	at java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:509) ~[?:?]
	at java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:499) ~[?:?]
	at java.util.stream.ForEachOps$ForEachOp.evaluateSequential(ForEachOps.java:151) ~[?:?]
	at java.util.stream.ForEachOps$ForEachOp$OfRef.evaluateSequential(ForEachOps.java:174) ~[?:?]
	at java.util.stream.AbstractPipeline.evaluate(AbstractPipeline.java:234) ~[?:?]
	at java.util.stream.ReferencePipeline.forEach(ReferencePipeline.java:596) ~[?:?]
	at net.minecraft.world.level.entity.PersistentEntitySectionManager.m_157543_(PersistentEntitySectionManager.java:179) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at java.util.stream.ForEachOps$ForEachOp$OfRef.accept(ForEachOps.java:184) ~[?:?]
	at java.util.stream.ReferencePipeline$2$1.accept(ReferencePipeline.java:179) ~[?:?]
	at java.util.stream.LongPipeline$1$1.accept(LongPipeline.java:177) ~[?:?]
	at java.util.PrimitiveIterator$OfLong.forEachRemaining(PrimitiveIterator.java:185) ~[?:?]
	at java.util.Spliterators$LongIteratorSpliterator.forEachRemaining(Spliterators.java:2144) ~[?:?]
	at java.util.Spliterator$OfLong.forEachRemaining(Spliterator.java:777) ~[?:?]
	at java.util.stream.AbstractPipeline.copyInto(AbstractPipeline.java:509) ~[?:?]
	at java.util.stream.AbstractPipeline.wrapAndCopyInto(AbstractPipeline.java:499) ~[?:?]
	at java.util.stream.ForEachOps$ForEachOp.evaluateSequential(ForEachOps.java:151) ~[?:?]
	at java.util.stream.ForEachOps$ForEachOp$OfRef.evaluateSequential(ForEachOps.java:174) ~[?:?]
	at java.util.stream.AbstractPipeline.evaluate(AbstractPipeline.java:234) ~[?:?]
	at java.util.stream.ReferencePipeline.forEach(ReferencePipeline.java:596) ~[?:?]
	at net.minecraft.world.level.entity.PersistentEntitySectionManager.m_157527_(PersistentEntitySectionManager.java:160) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.entity.PersistentEntitySectionManager.m_287207_(PersistentEntitySectionManager.java:146) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ChunkMap.m_287285_(ChunkMap.java:1307) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ChunkHolder.m_287043_(ChunkHolder.java:334) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at java.util.concurrent.CompletableFuture$UniRun.tryFire(CompletableFuture.java:787) ~[?:?]
	at java.util.concurrent.CompletableFuture$Completion.run(CompletableFuture.java:482) ~[?:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_6367_(BlockableEventLoop.java:156) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ServerChunkCache$MainThreadExecutor.m_6367_(ServerChunkCache.java:541) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_7245_(BlockableEventLoop.java:130) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ServerChunkCache$MainThreadExecutor.m_7245_(ServerChunkCache.java:549) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.util.thread.BlockableEventLoop.m_18701_(BlockableEventLoop.java:139) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ServerChunkCache.getChunkBlocking(ServerChunkCache.java:1772) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ServerChunkCache.m_7587_(ServerChunkCache.java:1664) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.Level.m_6522_(Level.java:187) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.Level.m_6325_(Level.java:2551) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.Level.m_8055_(Level.java:3043) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.ai.navigation.GroundPathNavigation.m_7864_(GroundPathNavigation.java:43) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.entity.ai.navigation.PathNavigation.m_26569_(PathNavigation.java:86) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ServerLevel.m_7260_(ServerLevel.java:965) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.Level.markAndNotifyBlock(Level.java:247) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.Level.m_6933_(Level.java:227) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.Level.m_7731_(Level.java:196) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.Level.m_7471_(Level.java:276) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.block.LeavesBlock.m_213898_(LeavesBlock.java:49) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.m_222972_(BlockBehaviour.java:762) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ServerLevel.md0973ec$leavesbegone$lambda$leavesbegone$tick$0$1(ServerLevel.java:4670) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.ticks.LevelTicks.m_193272_(LevelTicks.java:215) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.world.ticks.LevelTicks.m_193225_(LevelTicks.java:98) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ServerLevel.handler$zgb000$leavesbegone$tick(ServerLevel.java:4667) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.level.ServerLevel.m_8793_(ServerLevel.java:296) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.MinecraftServer.m_5703_(MinecraftServer.java:893) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.dedicated.DedicatedServer.m_5703_(DedicatedServer.java:283) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.MinecraftServer.m_5705_(MinecraftServer.java:814) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.MinecraftServer.m_130011_(MinecraftServer.java:661) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at net.minecraft.server.MinecraftServer.m_206580_(MinecraftServer.java:251) ~[server-1.20.1-20230612.114412-srg.jar%23577!/:?]
	at java.lang.Thread.run(Thread.java:1583) ~[?:?]
